,P10,P11,P14,P15,P18,P22,P23,P26,P27,P3,P30,P31,P6,P7
0,0.5902095556658442,0.44963224486648085,0.2833967115117878,0.5950356076821561,0.7268596020411362,0.4520473152693941,0.6046389230806534,0.20580396717075172,0.4326060901988636,0.4160038137846688,0.34242886084146595,0.4516676457238284,0.3226797857290582,0.5475784677748211
1,0.5928829937430176,0.44699393397406456,0.2816223212811517,0.5988344136564345,0.7266753222333939,0.45170728258292503,0.6051637042131152,0.20597316680925987,0.4318181818181818,0.4175587460605896,0.3380366394390757,0.46037309153599987,0.3230895081269912,0.5491634649857365
2,0.5930611171920854,0.44459549032054496,0.28069282122164274,0.603367093910548,0.7269823771450865,0.45061894446511175,0.6060033740434073,0.2057193673514976,0.4313333684747869,0.418934247718455,0.3341934588018366,0.4696438953506002,0.3233968487716974,0.5498091755618421
3,0.5928829937430176,0.4421969704218763,0.28010135781143064,0.6086337307820122,0.7271666569528286,0.44953067121427404,0.6072628287429622,0.20538092773121958,0.43109090400464606,0.42013037579279056,0.33062479854717297,0.47981915336628317,0.32360170997066384,0.5492809178025104
4,0.5909818771854685,0.43939877345191186,0.28010135781143064,0.6149363382794029,0.7273509367605706,0.44837435250595725,0.6089420683117799,0.20533864799322327,0.4309697006687973,0.4212666746495991,0.3272208086345273,0.4895421573262421,0.3238065711696304,0.5479307142586823
5,0.5880115666931811,0.4364406904043993,0.28069282122164274,0.6214547524061493,0.7270437646970616,0.4469459817016749,0.6104114154459662,0.20563476753224347,0.43060609066125116,0.4222833721058792,0.3240364140841784,0.4982476031384135,0.32401148121485324,0.5461695938058363
6,0.584031436749179,0.43332272127933874,0.2818757480420667,0.6282754275540192,0.7261224828101676,0.4453815848494097,0.6116708701455211,0.20601548689051769,0.4301818500865589,0.42341967096268773,0.32074227421209034,0.5065009027155918,0.3241139118143366,0.5428822585336917
7,0.5798727301157802,0.4299648086702324,0.28322773347756236,0.6349665034517533,0.7244026941403297,0.44381718799714454,0.6126154361472457,0.20631160642953789,0.42939394170587714,0.42467557122002464,0.31766772970229906,0.5130582361062139,0.32416515153720626,0.5400058401705652
8,0.5752390276181996,0.4266869534676237,0.28441066029798634,0.6414849999160157,0.722560013214725,0.4419806741819382,0.6127204324104447,0.20673464586906992,0.4285454605564926,0.42611084506089136,0.31475785553452573,0.5190503193151377,0.3242163424138198,0.5368946281403513
9,0.5692984066336257,0.4240486425752074,0.28550905781087466,0.6479602691843942,0.7204717820812196,0.44028025128169024,0.612930324845076,0.2072845648658524,0.4273939421682647,0.4278452079548677,0.3122872244507551,0.523798744303595,0.3241139118143366,0.5337834161101374
10,0.562169616128104,0.421410331682791,0.28643855787038364,0.6537880362271897,0.7180762617323884,0.43817168537051854,0.612825328581877,0.20779220412463856,0.42612122044418793,0.4301776348860118,0.3100362410886903,0.5278688690740143,0.32396024149198344,0.5306134216883064
11,0.5552189490716506,0.41893190686792287,0.2874524260757362,0.65901144590277,0.7153738036236814,0.43599507400186754,0.6127204324104447,0.20838444320267885,0.4247272953842625,0.43292863820174243,0.30849891647438543,0.5318258898977286,0.32360170997066384,0.5273848128245487
12,0.5632981845458644,0.4164534820530547,0.2882973968277094,0.6635441261568833,0.7129168957228751,0.4337504820427128,0.6126154361472457,0.20876516256095307,0.42339394309303974,0.4357992999525273,0.30756561000491967,0.535104610503405,0.32324317844934425,0.524097421569174
13,0.5565852420416664,0.414055038399535,0.28931134561390803,0.6672566424144257,0.7107671598855778,0.4317099615890204,0.6131402172797075,0.20901900236197696,0.4221818519361092,0.43855030326825795,0.3072361646020654,0.5366874188328907,0.322987077527508,0.5205752926299421
14,0.5637734070302107,0.4116565185008663,0.29015631636588124,0.6704079461631212,0.7089859836637649,0.42898924602843824,0.614084783281432,0.20910360218123109,0.42096970298073505,0.4411219330004589,0.3071812919411958,0.5382702271623765,0.32257735512957497,0.5168769844655494
15,0.5706646996036415,0.40941796092489485,0.29091675781031867,0.6732570712282089,0.7088017038560228,0.4263365759253356,0.6153442379809869,0.20893440254272283,0.41981818459250714,0.44291606807743655,0.30674204885719303,0.5391747352738243,0.3221163441625158,0.5128852122089124
16,0.5763678226561244,0.40701951727137525,0.29150822122053066,0.6756313558387015,0.7088630914079979,0.4236158603647534,0.6169185813783722,0.20838444320267885,0.4186060934355765,0.4446504309714129,0.3063577307934692,0.5400791355645413,0.3214505208427464,0.5080716061342393
17,0.5805263026693588,0.40462107361785554,0.2922686626649682,0.6777466066239544,0.7090473712157401,0.42123517749064043,0.6185978209471898,0.20753840466687618,0.4172727411443537,0.44620536324733373,0.3059734127297452,0.5410967476226944,0.3207334578001072,0.5032580000595661
18,0.5837937121969241,0.40206266764163884,0.29302910410940564,0.67930064490036,0.7085560364963055,0.4192627024944271,0.6208018416484693,0.20643852633004972,0.41606059218897967,0.4478201247407816,0.30558909466602135,0.5423403519327958,0.31981153355850156,0.4981508739094187
19,0.586764022689211,0.3988647173552296,0.2940430528956043,0.6802503258095507,0.7081874768808212,0.41749423413669995,0.622691073743685,0.20529632791196545,0.41496970436789776,0.4490760249981186,0.3053694993037246,0.5442623642816657,0.3183261677503534,0.4930437477592712
20,0.5900908066997985,0.39550688099127235,0.2951415309893386,0.6808115383183979,0.7075732499056195,0.4158617918269556,0.6245802057471341,0.20415416983714268,0.41387881654681585,0.4500926654198729,0.30531457428344577,0.5468626768485736,0.3164822704208857,0.4880540184426675
21,0.5937146897456644,0.39158940523332214,0.29607095046800147,0.6810705721436374,0.7067747431226759,0.41429739497469054,0.6264693377505831,0.20313889131957036,0.41278787092729047,0.4507505586745678,0.30558909466602135,0.5500282935075449,0.31453594249193473,0.48347520603508176
22,0.5973385727915299,0.3875919483140234,0.2975073846301868,0.6811137170020054,0.7054849016202975,0.4132091217238528,0.6282535735825998,0.20195441316348978,0.41175761367335467,0.45063095727403946,0.30569889234716974,0.5539853143312592,0.31269204516246696,0.47960083061198855
23,0.6010812048034411,0.384074225872518,0.298943818792372,0.6810274272852694,0.70321239067905,0.41212078360603943,0.6301427055860489,0.20098141438391376,0.4106666680538293,0.45003289323687157,0.30553416964574254,0.5572640349369358,0.31110429760109193,0.47578512561405206
24,0.6045267377800743,0.381196047741205,0.3006336797154723,0.6805525044931582,0.7006940952262686,0.4111685364031845,0.6316121528120018,0.2001776555861075,0.4093939463297526,0.44955443060023226,0.3058086900283181,0.5576032389563201,0.3093628308711075,0.471852079765802
25,0.6072595503402702,0.3791173762427817,0.30249259925364413,0.6798186302133233,0.6976844650540523,0.4104203607057916,0.6330814999461881,0.19975465648983687,0.4080000212698272,0.44913579718111984,0.30630280577319036,0.5571509309902307,0.30751893354163984,0.4680363747678655
26,0.6095762882789786,0.3775983441383511,0.30468947486026676,0.678696287533145,0.6949205022415537,0.40974016559890214,0.6345508470803745,0.19945853695081678,0.40648483507560956,0.448836765162536,0.307126366920917,0.5560204306268344,0.3053677444137223,0.4639858761028416
27,0.611655528285596,0.3766389514279134,0.3068018211593537,0.6774444279403469,0.6913580326461111,0.409332087454954,0.6362300866491921,0.19937389678830114,0.4050303372469815,0.44853773314395207,0.3082244484512191,0.5546637223700279,0.3031141246863215,0.46005283025459154
28,0.6139131183614457,0.37591942595637245,0.30874527000506136,0.6758471624680571,0.6877955630506685,0.4089919899015092,0.6379093262180098,0.19937389678830114,0.40345457828406134,0.4485975623614792,0.30943227530326045,0.5533070141132215,0.30086045611266443,0.45623712525665505
29,0.6156358848497621,0.3758394447950239,0.3106041089623871,0.6735592499118166,0.6836803711838162,0.40865189234806454,0.6395885657868274,0.1992470172310507,0.4016363548510002,0.4486573915790063,0.31064015451471105,0.5521764059290943,0.2985556455086502,0.45259759948387934
30,0.6169428033367552,0.37615929319526914,0.3123784991930232,0.6710985932470721,0.6791966197014796,0.40831179479461976,0.6412679054474117,0.19899317743002692,0.3998181892163826,0.4490161957805915,0.31146366330302844,0.5513850017643513,0.29630197693499316,0.4490754145614173
31,0.6181903473407258,0.3766389514279134,0.31423741873119493,0.6684653571488559,0.6747742557711183,0.4076996451452096,0.6434719261486912,0.19865477815301041,0.39800002358176495,0.44919562639864696,0.3121774267696067,0.5507065937255828,0.2938434960086258,0.44631639303183457
32,0.6187251709282591,0.3769587235830097,0.31592736023514134,0.6653140534001607,0.6699834493770891,0.4070194500383202,0.6460957317192334,0.1983163385327325,0.3962424307158499,0.44931522779917543,0.31272646753475775,0.5500282935075449,0.29128253563651896,0.44349864509386483
33,0.6188439198943043,0.37703870474435824,0.3175327724315521,0.6616879091968699,0.6661139248699541,0.4064753458463891,0.6496642033832668,0.19789329909320047,0.39472730232007575,0.44919562639864696,0.31322058327963,0.5494629894154814,0.28815818254412595,0.44085707638105587
34,0.619259767895628,0.3766389514279134,0.31939161138887784,0.6575868422014681,0.6625514552745115,0.4058631313300033,0.6530226825209022,0.19751257973492625,0.3932121161258582,0.44895636656306437,0.31376962404478115,0.5493499932895072,0.2852386906506995,0.4383915189437173
35,0.6200320894152522,0.3758394447950239,0.3211660016195139,0.6533994854893304,0.6599717722697549,0.405455053186055,0.6564861579217366,0.1970895402953941,0.3918181910659328,0.44853773314395207,0.31431861245052295,0.5493499932895072,0.2820118581125669,0.4358086206560652
36,0.6203289618303658,0.37456027992949,0.32294039185015,0.6489099500935849,0.6575763690727405,0.40511495563261024,0.6597397408879395,0.19666654119912358,0.3904242660060074,0.448238758159894,0.31475785553452573,0.5492368893428021,0.27898993561965724,0.43322572236841306
37,0.6201508383812975,0.37328111506395617,0.32429237728564553,0.644808965435699,0.6550580736199589,0.40484290353664476,0.6626784351563122,0.19637042166010338,0.3888485070430871,0.44829853034289524,0.3153068962996768,0.5493499932895072,0.2761216834491006,0.4308776177478484
38,0.6194378913446963,0.37176208295952556,0.3255597528327593,0.6409669322655365,0.652171218551693,0.4047748580791656,0.665092348292223,0.19615890194033742,0.38727274808016693,0.4484779609609507,0.31585593706482784,0.5501413974542502,0.2735095322003802,0.4288817036279149
39,0.6203289618303658,0.3706428041715399,0.3266582309264936,0.6370817542370062,0.6494072557391943,0.4053190271380722,0.6665616954264093,0.19603198203982547,0.38593939578894415,0.44835835956042236,0.31662457319227566,0.5505935975996086,0.2711022421506264,0.42747282965892996
40,0.6218142303865912,0.36944354422220554,0.32767217971269225,0.6329807695791203,0.6456606234878264,0.40613524829294445,0.6674013652567015,0.19594738222057134,0.3846666740648674,0.4480593275418384,0.31766772970229906,0.5508196976722879,0.26895105302270894,0.4264162021738064
41,0.6231211488735844,0.3687240187506646,0.32877057722558056,0.6287070408127307,0.6417295942768995,0.40708749549579937,0.6676112576913328,0.19603198203982547,0.3833939523407907,0.44746126350467064,0.31882068389347085,0.5509328016189929,0.2671583465698547,0.4259465588564014
42,0.6242499439115092,0.3680044932791236,0.329531018670018,0.6245629112964768,0.6381057371294818,0.4080397426986543,0.6674013652567015,0.19628578149758785,0.38236363728841144,0.44668382588397315,0.31980891538321543,0.5511589016916723,0.26541692868612654,0.42535951870545274
43,0.6253193644664115,0.3673648727237821,0.33012248208023,0.6204618443010748,0.6351576116610576,0.4088559638535264,0.6667715878610406,0.19662422111786576,0.3813939528031783,0.445308267191582,0.3205226788497937,0.5513850017643513,0.26382913227849514,0.4251247250383653
44,0.6254381134324571,0.36720498664623397,0.3306294967637524,0.6169652170104039,0.6323321441447669,0.40980821105638143,0.6662469068203455,0.19717418045790974,0.3803030649820964,0.44375333491566116,0.3211265922758143,0.551950305856415,0.2628047285911499,0.42500732820482157
45,0.6245470429467872,0.3671250817300345,0.3309674528322032,0.6137276235449727,0.62962968603606,0.41069241280175706,0.6653022407268544,0.1976394996354381,0.37909091602672235,0.44207880123921195,0.3221697487858377,0.5525156099484787,0.2620364746718973,0.4251834514467522
46,0.6234776223918854,0.3673648727237821,0.3313054089006541,0.6108784984798847,0.626865723223561,0.41157667941410847,0.6641477822904984,0.19806253907497012,0.37781819430264557,0.4407032995813466,0.3230481825944339,0.5531939101665164,0.2613194116292581,0.425711765189314
47,0.6221113294218692,0.36768472112402734,0.3314744675157256,0.6082020351857849,0.6241631479630374,0.41205280301553593,0.6628883275909435,0.19848553817124076,0.3765454725785689,0.439507171507011,0.3240364140841784,0.5538723182052852,0.26070477918610213,0.42629880534026265
48,0.6204479374165754,0.3684042465955683,0.3314744675157256,0.6055255718916848,0.6218905198699731,0.4123929005689807,0.6609991955874944,0.19899317743002692,0.37527275085449213,0.4386699046687864,0.3251344956144806,0.5544375144766178,0.25998771614346294,0.4271206391582988
49,0.6184874463760037,0.3688039999120131,0.3315589162424153,0.6028922534559527,0.6199250638404181,0.412596907207467,0.6592149597554778,0.1995431367700709,0.37400002913041547,0.4378924670480888,0.3263423748259311,0.5550028185686813,0.2594755142997903,0.42805986980987865
50,0.61682405437071,0.36944354422220554,0.3315589162424153,0.6003021622161044,0.6180209953628382,0.4124608811594842,0.6574307239234611,0.20005077602885707,0.37254547350334394,0.43711497239286556,0.3276599993591208,0.5551159225153866,0.2589633124561177,0.4290578268698455
51,0.6145070898118372,0.3700031836161984,0.33164344554995095,0.5975825540636364,0.6162398191410254,0.4122568096540222,0.6553316994853806,0.20055841528764323,0.37066667730158026,0.43645713617269644,0.32892280359085013,0.5552290264620916,0.2590145521789875,0.4304667008388303
52,0.6123091008391746,0.3706428041715399,0.3314744675157256,0.5950356076821561,0.6147043102789298,0.41184873151007395,0.6531276787841012,0.2011083342844257,0.3685454744281191,0.43585907213552866,0.3301855554631703,0.5552290264620916,0.2593730837003071,0.4320516420665157
53,0.6096952638651882,0.3712824247268813,0.33138993820818985,0.5927476951259156,0.6131686842650172,0.4113045624511673,0.6513434429520845,0.20157365346195405,0.3663636409875118,0.43544043871641636,0.3313934346746208,0.5551159225153866,0.2600389070200765,0.4340475561864492
54,0.6061307553023454,0.37176208295952556,0.33138993820818985,0.5909345406867541,0.6118174552106639,0.41069241280175706,0.6493493146854364,0.2020390129827439,0.3642424381140506,0.4347227732787201,0.33276598422808934,0.5548898224427072,0.26065353946323233,0.436395660807014
55,0.6017345507368557,0.3721618362759704,0.3313054089006541,0.5891214685851089,0.6105890012602606,0.4102843346578089,0.6482997524205129,0.20246205242227594,0.36212123524058953,0.43424436767660646,0.33452285184528174,0.5544375144766178,0.2612681719063883,0.43933080557852733
